,party,result,council,region
2537,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,П'ятихатська районна рада,Дніпропетровська обл.
2538,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",14.71,П'ятихатська районна рада,Дніпропетровська обл.
2539,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,П'ятихатська районна рада,Дніпропетровська обл.
2540,Радикальна партія Олега Ляшка,8.82,П'ятихатська районна рада,Дніпропетровська обл.
2679,"Партія ""Відродження""",29.41,Покровська районна рада,Дніпропетровська обл.
2680,"Політична Партія ""Опозиційний блок""",29.41,Петропавлівська районна рада,Дніпропетровська обл.
2681,"Політична Партія ""Опозиційний блок""",35.29,Павлоградська районна рада,Дніпропетровська обл.
2683,"Політична Партія ""Опозиційний блок""",17.65,Покровська районна рада,Дніпропетровська обл.
2684,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",17.65,Покровська районна рада,Дніпропетровська обл.
2685,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Покровська районна рада,Дніпропетровська обл.
2686,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Покровська районна рада,Дніпропетровська обл.
2687,"Партія ""Відродження""",23.53,Петропавлівська районна рада,Дніпропетровська обл.
2688,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Петропавлівська районна рада,Дніпропетровська обл.
2689,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,Петропавлівська районна рада,Дніпропетровська обл.
2690,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",14.71,Петропавлівська районна рада,Дніпропетровська обл.
2691,"Політична Партія ""Опозиційний блок""",36.11,Новомосковська районна рада,Дніпропетровська обл.
2692,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,Павлоградська районна рада,Дніпропетровська обл.
2693,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.76,Павлоградська районна рада,Дніпропетровська обл.
2694,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.76,Павлоградська районна рада,Дніпропетровська обл.
2695,Радикальна партія Олега Ляшка,11.76,Павлоградська районна рада,Дніпропетровська обл.
2696,"Партія ""Відродження""",8.82,Павлоградська районна рада,Дніпропетровська обл.
2697,"Партія ""Відродження""",35.29,Нікопольська районна рада,Дніпропетровська обл.
2698,"Політична Партія ""Опозиційний блок""",26.92,Межівська районна рада,Дніпропетровська обл.
2699,Радикальна партія Олега Ляшка,5.88,Покровська районна рада,Дніпропетровська обл.
2700,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",22.22,Новомосковська районна рада,Дніпропетровська обл.
2701,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",13.89,Новомосковська районна рада,Дніпропетровська обл.
2702,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.11,Новомосковська районна рада,Дніпропетровська обл.
2703,Радикальна партія Олега Ляшка,11.11,Новомосковська районна рада,Дніпропетровська обл.
2704,"Політична партія ""Наш край""",5.88,Павлоградська районна рада,Дніпропетровська обл.
2705,"політична партія Всеукраїнське об’єднання ""Батьківщина""",17.65,Нікопольська районна рада,Дніпропетровська обл.
2706,Радикальна партія Олега Ляшка,14.71,Нікопольська районна рада,Дніпропетровська обл.
2707,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.76,Нікопольська районна рада,Дніпропетровська обл.
2708,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.76,Нікопольська районна рада,Дніпропетровська обл.
2709,"Політична Партія ""Опозиційний блок""",8.82,Нікопольська районна рада,Дніпропетровська обл.
2710,"Партія ""Відродження""",26.92,Межівська районна рада,Дніпропетровська обл.
2711,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Межівська районна рада,Дніпропетровська обл.
2712,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.54,Межівська районна рада,Дніпропетровська обл.
2713,"політична партія Всеукраїнське об’єднання ""Батьківщина""",7.69,Межівська районна рада,Дніпропетровська обл.
2714,Радикальна партія Олега Ляшка,7.69,Межівська районна рада,Дніпропетровська обл.
2715,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",29.41,Петриківська районна рада,Дніпропетровська обл.
2716,"Партія ""Відродження""",5.56,Новомосковська районна рада,Дніпропетровська обл.
2717,"Партія ""Відродження""",20.59,Петриківська районна рада,Дніпропетровська обл.
2718,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Петриківська районна рада,Дніпропетровська обл.
2719,"Політична Партія ""Опозиційний блок""",14.71,Петриківська районна рада,Дніпропетровська обл.
2720,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Петриківська районна рада,Дніпропетровська обл.
2721,"політична партія Всеукраїнське об’єднання ""Свобода""",8.82,Петриківська районна рада,Дніпропетровська обл.
2722,"Партія ""Відродження""",35.29,Магдалинівська районна рада,Дніпропетровська обл.
2723,"Політична Партія ""Опозиційний блок""",20.59,Криничанська районна рада,Дніпропетровська обл.
2724,Аграрна партія України,32.35,Криворізька районна рада,Дніпропетровська обл.
2725,"Політична Партія ""Опозиційний блок""",25.0,Дніпропетровська районна рада,Дніпропетровська обл.
2726,"Політична Партія ""Опозиційний блок""",20.59,Магдалинівська районна рада,Дніпропетровська обл.
2727,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",14.71,Магдалинівська районна рада,Дніпропетровська обл.
2728,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Магдалинівська районна рада,Дніпропетровська обл.
2729,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Магдалинівська районна рада,Дніпропетровська обл.
2730,"Політична Партія ""Опозиційний блок""",26.47,Верхньодніпровська районна рада,Дніпропетровська обл.
2731,"політична партія Всеукраїнське об’єднання ""Батьківщина""",20.59,Криничанська районна рада,Дніпропетровська обл.
2732,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",20.59,Криничанська районна рада,Дніпропетровська обл.
2733,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",17.65,Криничанська районна рада,Дніпропетровська обл.
2734,"Партія ""Відродження""",11.76,Криничанська районна рада,Дніпропетровська обл.
2735,"Політична Партія ""Опозиційний блок""",29.41,Васильківська районна рада,Дніпропетровська обл.
2736,"Політична Партія ""Опозиційний блок""",23.53,Криворізька районна рада,Дніпропетровська обл.
2737,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.76,Криворізька районна рада,Дніпропетровська обл.
2738,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",22.22,Дніпропетровська районна рада,Дніпропетровська обл.
2739,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",16.67,Дніпропетровська районна рада,Дніпропетровська обл.
2740,"ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛІСТИ""",11.11,Дніпропетровська районна рада,Дніпропетровська обл.
2741,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.11,Дніпропетровська районна рада,Дніпропетровська обл.
2743,Радикальна партія Олега Ляшка,5.88,Магдалинівська районна рада,Дніпропетровська обл.
2744,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",23.53,Верхньодніпровська районна рада,Дніпропетровська обл.
2745,"Партія ""Відродження""",14.71,Верхньодніпровська районна рада,Дніпропетровська обл.
2746,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Верхньодніпровська районна рада,Дніпропетровська обл.
2747,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Верхньодніпровська районна рада,Дніпропетровська обл.
2748,Радикальна партія Олега Ляшка,8.82,Криничанська районна рада,Дніпропетровська обл.
2749,"політична партія Всеукраїнське об’єднання ""Батьківщина""",17.65,Васильківська районна рада,Дніпропетровська обл.
2750,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",14.71,Васильківська районна рада,Дніпропетровська обл.
2751,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Васильківська районна рада,Дніпропетровська обл.
2753,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.82,Криворізька районна рада,Дніпропетровська обл.
2754,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Криворізька районна рада,Дніпропетровська обл.
2755,Радикальна партія Олега Ляшка,8.82,Криворізька районна рада,Дніпропетровська обл.
2756,"Партія ""Відродження""",8.33,Дніпропетровська районна рада,Дніпропетровська обл.
2757,Радикальна партія Олега Ляшка,5.56,Дніпропетровська районна рада,Дніпропетровська обл.
2763,Радикальна партія Олега Ляшка,8.82,Верхньодніпровська районна рада,Дніпропетровська обл.
2764,"політична партія Всеукраїнське об’єднання ""Свобода""",5.88,Верхньодніпровська районна рада,Дніпропетровська обл.
2765,Селянська партія України,8.82,Васильківська районна рада,Дніпропетровська обл.
2766,"Партія ""Відродження""",8.82,Васильківська районна рада,Дніпропетровська обл.
2767,Радикальна партія Олега Ляшка,5.88,Васильківська районна рада,Дніпропетровська обл.
2772,"Партія ""Відродження""",5.88,Криворізька районна рада,Дніпропетровська обл.
2775,"Політична партія ""Наш край""",5.88,Васильківська районна рада,Дніпропетровська обл.
2777,"Політична Партія ""Опозиційний блок""",29.41,Апостолівська районна рада,Дніпропетровська обл.
2778,"Політична Партія ""Опозиційний блок""",38.24,Слов'янська районна рада,Донецька обл.
2779,"Політична Партія ""Опозиційний блок""",35.29,Першотравнева районна рада,Донецька обл.
2780,"Політична Партія ""Опозиційний блок""",30.77,Добропільська районна рада,Донецька обл.
2781,"Політична партія ""Наш край""",53.85,Олександрівська районна рада,Донецька обл.
2782,"Політична Партія ""Опозиційний блок""",47.22,Мар'їнська районна рада,Донецька обл.
2783,"Політична Партія ""Опозиційний блок""",44.12,Красноармійська районна рада,Донецька обл.
2784,"Політична Партія ""Опозиційний блок""",42.31,Костянтинівська районна рада,Донецька обл.
2785,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Апостолівська районна рада,Дніпропетровська обл.
2786,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.76,Апостолівська районна рада,Дніпропетровська обл.
2787,"Партія ""Відродження""",11.76,Апостолівська районна рада,Дніпропетровська обл.
2788,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Апостолівська районна рада,Дніпропетровська обл.
2789,Радикальна партія Олега Ляшка,8.82,Апостолівська районна рада,Дніпропетровська обл.
2790,"Політична партія ""Наш край""",38.24,Слов'янська районна рада,Донецька обл.
2791,Аграрна партія України,14.71,Слов'янська районна рада,Донецька обл.
2792,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Слов'янська районна рада,Донецька обл.
2793,"Політична партія ""Наш край""",29.41,Першотравнева районна рада,Донецька обл.
2794,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",20.59,Першотравнева районна рада,Донецька обл.
2795,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Першотравнева районна рада,Донецька обл.
2796,Аграрна партія України,5.88,Першотравнева районна рада,Донецька обл.
2797,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Добропільська районна рада,Донецька обл.
2798,"Політична партія ""Наш край""",19.23,Добропільська районна рада,Донецька обл.
2799,Аграрна партія України,15.38,Добропільська районна рада,Донецька обл.
2800,"політична партія Всеукраїнське об’єднання ""Батьківщина""",7.69,Добропільська районна рада,Донецька обл.
2801,"Партія Сергія Тігіпка ""Сильна Україна""",7.69,Добропільська районна рада,Донецька обл.
2802,"Політична Партія ""Опозиційний блок""",38.46,Олександрівська районна рада,Донецька обл.
2803,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",7.69,Олександрівська районна рада,Донецька обл.
2804,"Політична партія ""Наш край""",36.11,Мар'їнська районна рада,Донецька обл.
2805,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.11,Мар'їнська районна рада,Донецька обл.
2806,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.56,Мар'їнська районна рада,Донецька обл.
2807,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",38.24,Красноармійська районна рада,Донецька обл.
2808,Аграрна партія України,11.76,Красноармійська районна рада,Донецька обл.
2809,"Політична партія ""Нова держава""",5.88,Красноармійська районна рада,Донецька обл.
2810,"Політична партія ""Наш край""",26.92,Костянтинівська районна рада,Донецька обл.
2811,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",15.38,Костянтинівська районна рада,Донецька обл.
2812,Аграрна партія України,15.38,Костянтинівська районна рада,Донецька обл.
2813,"політична партія Всеукраїнське об’єднання ""Свобода""",5.88,Апостолівська районна рада,Дніпропетровська обл.
2814,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",5.88,Апостолівська районна рада,Дніпропетровська обл.
2815,"Політична партія ""Наш край""",50.0,Великоновосілківська районна рада,Донецька обл.
2816,"Політична Партія ""Опозиційний блок""",69.44,Артемівська районна рада,Донецька обл.
2818,"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА""",23.53,Великоновосілківська районна рада,Донецька обл.
2819,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Великоновосілківська районна рада,Донецька обл.
2820,"Політична Партія ""Опозиційний блок""",5.88,Великоновосілківська районна рада,Донецька обл.
2821,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.88,Великоновосілківська районна рада,Донецька обл.
2822,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Артемівська районна рада,Донецька обл.
2823,"Політична партія ""Наш край""",13.89,Артемівська районна рада,Донецька обл.
2828,"Політична Партія ""Опозиційний блок""",41.18,Володарська районна рада,Донецька обл.
2829,"Політична партія ""Наш край""",36.36,Волноваська районна рада,Донецька обл.
2835,Аграрна партія України,26.47,Володарська районна рада,Донецька обл.
2836,"Політична партія ""Наш край""",17.65,Володарська районна рада,Донецька обл.
2837,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Володарська районна рада,Донецька обл.
2838,Аграрна партія України,29.55,Волноваська районна рада,Донецька обл.
2839,"Політична Партія ""Опозиційний блок""",18.18,Волноваська районна рада,Донецька обл.
2840,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",15.91,Волноваська районна рада,Донецька обл.
3117,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.47,Бериславська районна рада,Херсонська обл.
3131,"Політична партія ""Наш край""",20.59,Бериславська районна рада,Херсонська обл.
3132,"Політична Партія ""Опозиційний блок""",11.76,Бериславська районна рада,Херсонська обл.
3133,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Бериславська районна рада,Херсонська обл.
3150,Радикальна партія Олега Ляшка,11.76,Бериславська районна рада,Херсонська обл.
3151,"політична партія Всеукраїнське об’єднання ""Свобода""",8.82,Бериславська районна рада,Херсонська обл.
3152,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.82,Бериславська районна рада,Херсонська обл.
3630,"Політична Партія ""Опозиційний блок""",20.59,Чаплинська районна рада,Херсонська обл.
3631,"Політична партія ""Наш край""",17.65,Скадовська районна рада,Херсонська обл.
3632,"Політична Партія ""Опозиційний блок""",32.35,Новотроїцька районна рада,Херсонська обл.
3634,"політична партія Всеукраїнське об’єднання ""Батьківщина""",23.08,Нововоронцовська районна рада,Херсонська обл.
3635,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",30.77,Нижньосірогозька районна рада,Херсонська обл.
3648,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Чаплинська районна рада,Херсонська обл.
3649,"Політична партія ""Союз Лівих Сил""",14.71,Чаплинська районна рада,Херсонська обл.
3650,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.76,Чаплинська районна рада,Херсонська обл.
3651,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Скадовська районна рада,Херсонська обл.
3652,"Політична партія ""Партія місцевого самоврядування""",14.71,Скадовська районна рада,Херсонська обл.
3653,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,Скадовська районна рада,Херсонська обл.
3654,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.53,Новотроїцька районна рада,Херсонська обл.
3655,"Політична партія ""Партія місцевого самоврядування""",14.71,Новотроїцька районна рада,Херсонська обл.
3656,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.76,Новотроїцька районна рада,Херсонська обл.
3657,Радикальна партія Олега Ляшка,8.82,Новотроїцька районна рада,Херсонська обл.
3658,Аграрна партія України,19.23,Нововоронцовська районна рада,Херсонська обл.
3659,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Нововоронцовська районна рада,Херсонська обл.
3660,"Політична партія ""Партія місцевого самоврядування""",15.38,Нововоронцовська районна рада,Херсонська обл.
3661,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Нижньосірогозька районна рада,Херсонська обл.
3662,"Політична Партія ""Опозиційний блок""",15.38,Нижньосірогозька районна рада,Херсонська обл.
3667,Партія Зелених України,11.76,Чаплинська районна рада,Херсонська обл.
3668,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Чаплинська районна рада,Херсонська обл.
3669,"Політична партія ""Партія місцевого самоврядування""",8.82,Чаплинська районна рада,Херсонська обл.
3670,"Політична Партія ""Опозиційний блок""",11.76,Скадовська районна рада,Херсонська обл.
3671,Партія Зелених України,5.88,Скадовська районна рада,Херсонська обл.
3672,Радикальна партія Олега Ляшка,5.88,Скадовська районна рада,Херсонська обл.
3673,"Політична партія ""Наш край""",5.88,Новотроїцька районна рада,Херсонська обл.
3674,"Політична Партія ""Опозиційний блок""",11.54,Нововоронцовська районна рада,Херсонська обл.
3675,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",7.69,Нововоронцовська районна рада,Херсонська обл.
3676,"політична партія Всеукраїнське об’єднання ""Свобода""",3.85,Нововоронцовська районна рада,Херсонська обл.
3677,"Політична партія ""Партія місцевого самоврядування""",15.38,Нижньосірогозька районна рада,Херсонська обл.
3678,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.54,Нижньосірогозька районна рада,Херсонська обл.
3685,"Політична партія ""Наш край""",5.88,Чаплинська районна рада,Херсонська обл.
3686,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Скадовська районна рада,Херсонська обл.
3687,"Партія ""Відродження""",5.88,Скадовська районна рада,Херсонська обл.
3688,"Політична Партія ""Опозиційний блок""",26.47,Каховська районна рада,Херсонська обл.
3689,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Високопільська районна рада,Херсонська обл.
3690,"Політична партія ""Наш край""",19.23,Каланчацька районна рада,Херсонська обл.
3691,"політична партія Всеукраїнське об’єднання ""Батьківщина""",22.22,Цюрупинська районна рада,Херсонська обл.
3692,"Політична партія ""Об’єднання ""САМОПОМІЧ""",15.38,Іванівська районна рада,Херсонська обл.
3693,"Політична партія ""Нова держава""",11.54,Нижньосірогозька районна рада,Херсонська обл.
3694,Аграрна партія України,23.08,Горностаївська районна рада,Херсонська обл.
3695,"Політична партія ""Наш край""",29.41,Голопристанська районна рада,Херсонська обл.
3696,"Політична Партія ""Опозиційний блок""",41.18,Генічеська районна рада,Херсонська обл.
3698,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.47,Каховська районна рада,Херсонська обл.
3699,"політична партія Всеукраїнське об’єднання ""Батьківщина""",20.59,Каховська районна рада,Херсонська обл.
3700,"Політична Партія ""Опозиційний блок""",19.23,Високопільська районна рада,Херсонська обл.
3701,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Високопільська районна рада,Херсонська обл.
3702,"Партія ""Відродження""",11.54,Високопільська районна рада,Херсонська обл.
3703,Радикальна партія Олега Ляшка,7.69,Високопільська районна рада,Херсонська обл.
3704,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Каланчацька районна рада,Херсонська обл.
3705,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Каланчацька районна рада,Херсонська обл.
3706,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",22.22,Цюрупинська районна рада,Херсонська обл.
3707,"Політична Партія ""Опозиційний блок""",22.22,Цюрупинська районна рада,Херсонська обл.
3708,"Політична Партія ""Опозиційний блок""",15.38,Іванівська районна рада,Херсонська обл.
3709,"Політична партія ""Союз Лівих Сил""",11.54,Іванівська районна рада,Херсонська обл.
3710,"Політична партія ""Партія місцевого самоврядування""",11.54,Іванівська районна рада,Херсонська обл.
3711,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.54,Іванівська районна рада,Херсонська обл.
3712,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Горностаївська районна рада,Херсонська обл.
3713,"Політична партія ""Партія місцевого самоврядування""",15.38,Горностаївська районна рада,Херсонська обл.
3714,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Горностаївська районна рада,Херсонська обл.
3715,"політична партія Всеукраїнське об’єднання ""Батьківщина""",17.65,Голопристанська районна рада,Херсонська обл.
3716,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Голопристанська районна рада,Херсонська обл.
3717,"Політична Партія ""Опозиційний блок""",11.76,Голопристанська районна рада,Херсонська обл.
3718,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Генічеська районна рада,Херсонська обл.
3719,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Генічеська районна рада,Херсонська обл.
3720,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.82,Генічеська районна рада,Херсонська обл.
3721,"Партія ""Справедливість""",8.82,Генічеська районна рада,Херсонська обл.
3722,"Політична партія ""Союз Лівих Сил""",11.76,Каховська районна рада,Херсонська обл.
3723,"Політична партія ""Наш край""",8.82,Каховська районна рада,Херсонська обл.
3724,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Каховська районна рада,Херсонська обл.
3725,"Політична партія ""Союз Лівих Сил""",7.69,Високопільська районна рада,Херсонська обл.
3726,"політична партія Всеукраїнське об’єднання ""Свобода""",7.69,Високопільська районна рада,Херсонська обл.
3727,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",7.69,Високопільська районна рада,Херсонська обл.
3728,"Політична Партія ""Опозиційний блок""",15.38,Каланчацька районна рада,Херсонська обл.
3729,"Політична партія ""Союз Лівих Сил""",15.38,Каланчацька районна рада,Херсонська обл.
3730,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",7.69,Каланчацька районна рада,Херсонська обл.
3731,Радикальна партія Олега Ляшка,7.69,Каланчацька районна рада,Херсонська обл.
3732,"Політична партія ""Наш край""",11.11,Цюрупинська районна рада,Херсонська обл.
3733,Радикальна партія Олега Ляшка,8.33,Цюрупинська районна рада,Херсонська обл.
3734,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.33,Цюрупинська районна рада,Херсонська обл.
3735,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Іванівська районна рада,Херсонська обл.
3736,Радикальна партія Олега Ляшка,7.69,Іванівська районна рада,Херсонська обл.
3737,"Партія ""Відродження""",7.69,Іванівська районна рада,Херсонська обл.
3738,Радикальна партія Олега Ляшка,7.69,Горностаївська районна рада,Херсонська обл.
3739,"Політична Партія ""Опозиційний блок""",7.69,Горностаївська районна рада,Херсонська обл.
3740,"Політична партія ""Союз Лівих Сил""",8.82,Голопристанська районна рада,Херсонська обл.
3741,Радикальна партія Олега Ляшка,8.82,Голопристанська районна рада,Херсонська обл.
3742,"Партія ""Відродження""",5.88,Голопристанська районна рада,Херсонська обл.
