,party,result,council,region
4,"Політична Партія ""Опозиційний блок""",73.53,Рубіжанська міська рада,Луганська обл.
6,"Політична Партія ""Опозиційний блок""",66.67,Лисичанська міська рада,Луганська обл.
12,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Рубіжанська міська рада,Луганська обл.
13,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Рубіжанська міська рада,Луганська обл.
18,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Лисичанська міська рада,Луганська обл.
19,Радикальна партія Олега Ляшка,8.33,Лисичанська міська рада,Луганська обл.
20,"Політична партія ""Об’єднання ""САМОПОМІЧ""",8.33,Лисичанська міська рада,Луганська обл.
23,"Політична Партія ""Опозиційний блок""",44.44,Сєвєродонецька міська рада,Луганська обл.
32,"Партія ""Справедливість""",8.82,Рубіжанська міська рада,Луганська обл.
40,"Політична партія ""Наш край""",25.0,Сєвєродонецька міська рада,Луганська обл.
41,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.11,Сєвєродонецька міська рада,Луганська обл.
42,"Політична партія ""Об’єднання ""САМОПОМІЧ""",8.33,Сєвєродонецька міська рада,Луганська обл.
55,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",22.22,Олександрійська міська рада,Кіровоградська обл.
56,"Політична Партія ""Опозиційний блок""",14.71,Світловодська міська рада,Кіровоградська обл.
59,Радикальна партія Олега Ляшка,5.56,Сєвєродонецька міська рада,Луганська обл.
60,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.56,Сєвєродонецька міська рада,Луганська обл.
64,"Політична Партія ""Опозиційний блок""",20.59,Знам'янська міська рада,Кіровоградська обл.
65,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",21.43,Кіровоградська міська рада,Кіровоградська обл.
68,"Політична Партія ""Опозиційний блок""",22.22,Олександрійська міська рада,Кіровоградська обл.
69,"Політична партія ""Об’єднання ""САМОПОМІЧ""",13.89,Олександрійська міська рада,Кіровоградська обл.
70,"політична партія Всеукраїнське об’єднання ""Батьківщина""",13.89,Олександрійська міська рада,Кіровоградська обл.
71,"політична партія Всеукраїнське об’єднання ""Свобода""",14.71,Світловодська міська рада,Кіровоградська обл.
72,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.76,Світловодська міська рада,Кіровоградська обл.
73,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Світловодська міська рада,Кіровоградська обл.
84,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",17.65,Знам'янська міська рада,Кіровоградська обл.
85,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Знам'янська міська рада,Кіровоградська обл.
86,"Політична партія ""Сила людей""",11.76,Знам'янська міська рада,Кіровоградська обл.
87,"Політична партія ""Наш край""",16.67,Кіровоградська міська рада,Кіровоградська обл.
88,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.29,Кіровоградська міська рада,Кіровоградська обл.
89,"Політична Партія ""Опозиційний блок""",11.9,Кіровоградська міська рада,Кіровоградська обл.
92,Радикальна партія Олега Ляшка,11.11,Олександрійська міська рада,Кіровоградська обл.
93,"Політична партія ""Сила людей""",8.33,Олександрійська міська рада,Кіровоградська обл.
94,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",11.76,Світловодська міська рада,Кіровоградська обл.
95,Радикальна партія Олега Ляшка,8.82,Світловодська міська рада,Кіровоградська обл.
102,"Партія ""Відродження""",8.82,Знам'янська міська рада,Кіровоградська обл.
103,Радикальна партія Олега Ляшка,8.82,Знам'янська міська рада,Кіровоградська обл.
104,"політична партія Всеукраїнське об’єднання ""Свобода""",8.82,Знам'янська міська рада,Кіровоградська обл.
105,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",9.52,Кіровоградська міська рада,Кіровоградська обл.
106,"Політична партія ""Об’єднання ""САМОПОМІЧ""",7.14,Кіровоградська міська рада,Кіровоградська обл.
107,"Політична партія ""Рідне місто""",7.14,Кіровоградська міська рада,Кіровоградська обл.
111,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.33,Олександрійська міська рада,Кіровоградська обл.
112,"Політична Партія ""Опозиційний блок""",26.92,Южненська міська рада,Одеська обл.
113,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Світловодська міська рада,Кіровоградська обл.
114,"Політична партія ""Об’єднання ""САМОПОМІЧ""",8.82,Світловодська міська рада,Кіровоградська обл.
115,Партія Пенсіонерів України,8.82,Світловодська міська рада,Кіровоградська обл.
116,"Політична Партія ""Опозиційний блок""",26.47,Котовська міська рада,Одеська обл.
117,"Політична Партія ""Опозиційний блок""",25.0,Іллічівська міська рада,Одеська обл.
118,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",77.78,Ізмаїльська міська рада,Одеська обл.
119,"Політична Партія ""Опозиційний блок""",35.29,Білгород-Дністровська міська рада,Одеська обл.
120,"Політична партія ""КОНКРЕТНИХ СПРАВ""",23.08,Теплодарська міська рада,Одеська обл.
124,Партія Пенсіонерів України,5.88,Знам'янська міська рада,Кіровоградська обл.
125,"Політична партія ""Воля""",5.88,Знам'янська міська рада,Кіровоградська обл.
127,Радикальна партія Олега Ляшка,7.14,Кіровоградська міська рада,Кіровоградська обл.
128,"політична партія Всеукраїнське об’єднання ""Свобода""",4.76,Кіровоградська міська рада,Кіровоградська обл.
131,"політична партія Всеукраїнське об’єднання ""Батьківщина""",19.23,Южненська міська рада,Одеська обл.
132,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Южненська міська рада,Одеська обл.
133,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.53,Котовська міська рада,Одеська обл.
134,"Партія ""Відродження""",17.65,Котовська міська рада,Одеська обл.
135,"Партія ""Відродження""",25.0,Іллічівська міська рада,Одеська обл.
136,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",22.22,Іллічівська міська рада,Одеська обл.
137,"Політична Партія ""Опозиційний блок""",22.22,Ізмаїльська міська рада,Одеська обл.
138,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.47,Білгород-Дністровська міська рада,Одеська обл.
139,"Політична партія ""ДОВІРЯЙ ДІЛАМ""",11.76,Білгород-Дністровська міська рада,Одеська обл.
140,"Політична Партія ""Опозиційний блок""",19.23,Теплодарська міська рада,Одеська обл.
141,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",15.38,Теплодарська міська рада,Одеська обл.
142,Народна Партія,15.38,Теплодарська міська рада,Одеська обл.
148,Аграрна партія України,11.54,Южненська міська рада,Одеська обл.
149,"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА""",7.69,Южненська міська рада,Одеська обл.
150,"Політична партія ""Наш край""",7.69,Южненська міська рада,Одеська обл.
151,"Політична партія ""Наш край""",8.82,Котовська міська рада,Одеська обл.
152,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Котовська міська рада,Одеська обл.
153,Радикальна партія Олега Ляшка,8.82,Котовська міська рада,Одеська обл.
154,"Політична партія ""Об’єднання ""САМОПОМІЧ""",11.11,Іллічівська міська рада,Одеська обл.
155,Молодіжна партія України,8.33,Іллічівська міська рада,Одеська обл.
156,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.33,Іллічівська міська рада,Одеська обл.
157,"Політична партія ""Наш край""",8.82,Білгород-Дністровська міська рада,Одеська обл.
158,"Партія ""Відродження""",8.82,Білгород-Дністровська міська рада,Одеська обл.
159,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Білгород-Дністровська міська рада,Одеська обл.
160,Українська морська партія Сергія Ківалова,15.38,Теплодарська міська рада,Одеська обл.
161,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Теплодарська міська рада,Одеська обл.
170,"Партія ""Відродження""",7.69,Южненська міська рада,Одеська обл.
172,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Котовська міська рада,Одеська обл.
233,"Політична партія ""ДОВІРЯЙ ДІЛАМ""",42.19,Одеська міська рада,Одеська обл.
245,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",21.88,Одеська міська рада,Одеська обл.
246,"Політична Партія ""Опозиційний блок""",18.75,Одеська міська рада,Одеська обл.
247,Українська морська партія Сергія Ківалова,9.38,Одеська міська рада,Одеська обл.
248,"Політична партія ""Об’єднання ""САМОПОМІЧ""",7.81,Одеська міська рада,Одеська обл.
600,"Політична партія ""Наш край""",30.77,Новогродівська міська рада,Донецька обл.
601,"Політична Партія ""Опозиційний блок""",50.0,Дружківська міська рада,Донецька обл.
602,"Політична Партія ""Опозиційний блок""",61.11,Слов'янська міська рада,Донецька обл.
603,"Політична Партія ""Опозиційний блок""",47.06,Селидівська міська рада,Донецька обл.
604,Партія захисників Вітчизни,26.92,Новогродівська міська рада,Донецька обл.
605,"Політична Партія ""Опозиційний блок""",23.08,Новогродівська міська рада,Донецька обл.
606,політична партія ДемАльянс (Демократичний альянс),15.38,Новогродівська міська рада,Донецька обл.
607,"Політична Партія ""Опозиційний блок""",57.14,Краматорська міська рада,Донецька обл.
608,"Політична партія ""Наш край""",25.0,Дружківська міська рада,Донецька обл.
609,Радикальна партія Олега Ляшка,11.11,Дружківська міська рада,Донецька обл.
610,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.33,Дружківська міська рада,Донецька обл.
611,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.11,Слов'янська міська рада,Донецька обл.
612,"Політична партія ""Наш край""",11.11,Слов'янська міська рада,Донецька обл.
613,"Політична партія ""Наш край""",23.53,Селидівська міська рада,Донецька обл.
614,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Селидівська міська рада,Донецька обл.
615,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Селидівська міська рада,Донецька обл.
616,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",3.85,Новогродівська міська рада,Донецька обл.
617,"Політична партія ""Наш край""",23.81,Краматорська міська рада,Донецька обл.
618,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.9,Краматорська міська рада,Донецька обл.
619,Партія Пенсіонерів України,7.14,Краматорська міська рада,Донецька обл.
620,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.56,Дружківська міська рада,Донецька обл.
621,Аграрна партія України,8.33,Слов'янська міська рада,Донецька обл.
622,"Політична партія ""Об’єднання ""САМОПОМІЧ""",8.33,Слов'янська міська рада,Донецька обл.
623,Радикальна партія Олега Ляшка,5.88,Селидівська міська рада,Донецька обл.
624,"Політична Партія ""Опозиційний блок""",55.88,Добропільська міська рада,Донецька обл.
625,"Політична партія ""Наш край""",14.71,Добропільська міська рада,Донецька обл.
626,"""Жінки за майбутнє"" Всеукраїнське політичне об’єднання",14.71,Добропільська міська рада,Донецька обл.
627,"Політична Партія ""Опозиційний блок""",64.71,Димитровська міська рада,Донецька обл.
628,"Політична Партія ""Опозиційний блок""",50.0,Павлоградська міська рада,Дніпропетровська обл.
629,"Партія ""Відродження""",35.29,Орджонікідзевська міська рада,Дніпропетровська обл.
630,"Політична партія ""Сила людей""",8.82,Добропільська міська рада,Донецька обл.
631,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",5.88,Добропільська міська рада,Донецька обл.
632,"Політична Партія ""Опозиційний блок""",58.82,Тернівська міська рада,Дніпропетровська обл.
633,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Димитровська міська рада,Донецька обл.
634,"Політична партія ""Наш край""",5.88,Димитровська міська рада,Донецька обл.
635,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.88,Димитровська міська рада,Донецька обл.
636,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",22.22,Павлоградська міська рада,Дніпропетровська обл.
637,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.33,Павлоградська міська рада,Дніпропетровська обл.
638,"Політична Партія ""Опозиційний блок""",23.53,Орджонікідзевська міська рада,Дніпропетровська обл.
639,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",17.65,Орджонікідзевська міська рада,Дніпропетровська обл.
640,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Орджонікідзевська міська рада,Дніпропетровська обл.
641,"Партія ""Відродження""",35.29,Синельниківська міська рада,Дніпропетровська обл.
643,"Політична Партія ""Опозиційний блок""",44.12,Першотравенська міська рада,Дніпропетровська обл.
644,"Партія ""Відродження""",8.82,Тернівська міська рада,Дніпропетровська обл.
645,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Тернівська міська рада,Дніпропетровська обл.
646,Радикальна партія Олега Ляшка,5.88,Тернівська міська рада,Дніпропетровська обл.
647,"Партія ""Відродження""",5.88,Димитровська міська рада,Донецька обл.
648,"Партія ""Відродження""",8.33,Павлоградська міська рада,Дніпропетровська обл.
649,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.56,Павлоградська міська рада,Дніпропетровська обл.
650,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Орджонікідзевська міська рада,Дніпропетровська обл.
651,Радикальна партія Олега Ляшка,5.88,Орджонікідзевська міська рада,Дніпропетровська обл.
652,"Політична Партія ""Опозиційний блок""",26.47,Синельниківська міська рада,Дніпропетровська обл.
653,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.76,Синельниківська міська рада,Дніпропетровська обл.
654,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Синельниківська міська рада,Дніпропетровська обл.
657,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",17.65,Першотравенська міська рада,Дніпропетровська обл.
658,"Партія ""Відродження""",14.71,Першотравенська міська рада,Дніпропетровська обл.
659,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.76,Першотравенська міська рада,Дніпропетровська обл.
660,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Тернівська міська рада,Дніпропетровська обл.
661,"Політична партія ""Громадянська позиція""",5.88,Тернівська міська рада,Дніпропетровська обл.
662,"Політична партія ""Об’єднання ""САМОПОМІЧ""",5.56,Павлоградська міська рада,Дніпропетровська обл.
663,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",8.82,Синельниківська міська рада,Дніпропетровська обл.
664,Радикальна партія Олега Ляшка,5.88,Синельниківська міська рада,Дніпропетровська обл.
667,Радикальна партія Олега Ляшка,5.88,Першотравенська міська рада,Дніпропетровська обл.
668,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.88,Першотравенська міська рада,Дніпропетровська обл.
669,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.88,Тернівська міська рада,Дніпропетровська обл.
670,"Політична Партія ""Опозиційний блок""",36.11,Новомосковська міська рада,Дніпропетровська обл.
671,"Партія ""Відродження""",28.57,Нікопольська міська рада,Дніпропетровська обл.
672,"Політична Партія ""Опозиційний блок""",23.53,Марганецька міська рада,Дніпропетровська обл.
674,"Політична Партія ""Опозиційний блок""",45.31,Криворізька міська рада,Дніпропетровська обл.
675,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",29.41,Жовтоводська міська рада,Дніпропетровська обл.
676,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Новомосковська міська рада,Дніпропетровська обл.
677,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.11,Новомосковська міська рада,Дніпропетровська обл.
678,"Партія ""Відродження""",11.11,Новомосковська міська рада,Дніпропетровська обл.
679,"Політична Партія ""Опозиційний блок""",26.19,Дніпродзержинська міська рада,Дніпропетровська обл.
680,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",19.05,Нікопольська міська рада,Дніпропетровська обл.
681,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Нікопольська міська рада,Дніпропетровська обл.
682,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,Марганецька міська рада,Дніпропетровська обл.
683,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",14.71,Марганецька міська рада,Дніпропетровська обл.
684,"Партія ""Відродження""",11.76,Марганецька міська рада,Дніпропетровська обл.
685,"Політична партія ""Об’єднання ""САМОПОМІЧ""",10.94,Криворізька міська рада,Дніпропетровська обл.
686,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",10.94,Криворізька міська рада,Дніпропетровська обл.
687,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",9.38,Криворізька міська рада,Дніпропетровська обл.
688,"Політична Партія ""Опозиційний блок""",20.59,Жовтоводська міська рада,Дніпропетровська обл.
689,Радикальна партія Олега Ляшка,14.71,Жовтоводська міська рада,Дніпропетровська обл.
690,Партія Зелених України,11.11,Новомосковська міська рада,Дніпропетровська обл.
691,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.33,Новомосковська міська рада,Дніпропетровська обл.
692,Радикальна партія Олега Ляшка,5.56,Новомосковська міська рада,Дніпропетровська обл.
693,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",14.29,Дніпродзержинська міська рада,Дніпропетровська обл.
694,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.9,Дніпродзержинська міська рада,Дніпропетровська обл.
695,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",9.52,Дніпродзержинська міська рада,Дніпропетровська обл.
696,"Політична Партія ""Опозиційний блок""",14.29,Нікопольська міська рада,Дніпропетровська обл.
697,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.9,Нікопольська міська рада,Дніпропетровська обл.
699,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.76,Марганецька міська рада,Дніпропетровська обл.
700,"Політична партія ""Об’єднання ""САМОПОМІЧ""",5.88,Марганецька міська рада,Дніпропетровська обл.
701,Радикальна партія Олега Ляшка,5.88,Марганецька міська рада,Дніпропетровська обл.
702,"політична партія Всеукраїнське об’єднання ""Батьківщина""",9.38,Криворізька міська рада,Дніпропетровська обл.
703,Радикальна партія Олега Ляшка,7.81,Криворізька міська рада,Дніпропетровська обл.
704,"Політична партія ""Сила людей""",6.25,Криворізька міська рада,Дніпропетровська обл.
705,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Жовтоводська міська рада,Дніпропетровська обл.
706,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.76,Жовтоводська міська рада,Дніпропетровська обл.
707,"Партія ""Відродження""",11.76,Жовтоводська міська рада,Дніпропетровська обл.
708,"Партія ""Відродження""",9.52,Дніпродзержинська міська рада,Дніпропетровська обл.
709,"політична партія Всеукраїнське об’єднання ""Батьківщина""",9.52,Дніпродзержинська міська рада,Дніпропетровська обл.
710,"Політична партія ""Об’єднання ""САМОПОМІЧ""",7.14,Дніпродзержинська міська рада,Дніпропетровська обл.
711,"Партія ""Громадська сила""",9.52,Нікопольська міська рада,Дніпропетровська обл.
715,Партія захисників Вітчизни,5.88,Марганецька міська рада,Дніпропетровська обл.
716,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" ",5.88,Марганецька міська рада,Дніпропетровська обл.
717,"Політична Партія ""Опозиційний блок""",38.46,Вугледарська міська рада,Донецька обл.
718,"Політична партія ""Наш край""",7.14,Дніпродзержинська міська рада,Дніпропетровська обл.
719,"політична партія Всеукраїнське об’єднання ""Свобода""",4.76,Дніпродзержинська міська рада,Дніпропетровська обл.
720,"Політична Партія ""Опозиційний блок""",23.08,Вільногірська міська рада,Дніпропетровська обл.
723,"Політична Партія ""Опозиційний блок""",39.06,Дніпропетровська міська рада,Дніпропетровська обл.
724,"Політична партія ""Наш край""",34.62,Вугледарська міська рада,Донецька обл.
725,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",11.54,Вугледарська міська рада,Донецька обл.
726,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Вільногірська міська рада,Дніпропетровська обл.
727,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",15.38,Вільногірська міська рада,Дніпропетровська обл.
728,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",32.81,Дніпропетровська міська рада,Дніпропетровська обл.
729,"Партія ""Громадська сила""",10.94,Дніпропетровська міська рада,Дніпропетровська обл.
730,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",9.38,Дніпропетровська міська рада,Дніпропетровська обл.
731,"Політична партія ""Об’єднання ""САМОПОМІЧ""",7.81,Дніпропетровська міська рада,Дніпропетровська обл.
732,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Вугледарська міська рада,Донецька обл.
733,Ліберальна партія України,3.85,Вугледарська міська рада,Донецька обл.
734,"Партія ""Відродження""",11.54,Вільногірська міська рада,Дніпропетровська обл.
735,Радикальна партія Олега Ляшка,11.54,Вільногірська міська рада,Дніпропетровська обл.
736,"Політична партія ""Сила людей""",7.69,Вільногірська міська рада,Дніпропетровська обл.
737,"Політична партія ""Партія місцевого самоврядування""",7.69,Вільногірська міська рада,Дніпропетровська обл.
738,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",7.69,Вільногірська міська рада,Дніпропетровська обл.
793,"Політична партія ""Партія місцевого самоврядування""",22.22,Новокаховська міська рада,Херсонська обл.
794,"Політична Партія ""Опозиційний блок""",23.53,Каховська міська рада,Херсонська обл.
795,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",20.37,Херсонська міська рада,Херсонська обл.
798,"політична партія Всеукраїнське об’єднання ""Батьківщина""",30.77,Голопристанська міська рада,Херсонська обл.
813,"Політична Партія ""Опозиційний блок""",16.67,Новокаховська міська рада,Херсонська обл.
814,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",16.67,Новокаховська міська рада,Херсонська обл.
815,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.11,Новокаховська міська рада,Херсонська обл.
816,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.53,Каховська міська рада,Херсонська обл.
817,"Політична партія ""Об’єднання ""САМОПОМІЧ""",14.71,Каховська міська рада,Херсонська обл.
818,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Каховська міська рада,Херсонська обл.
819,Радикальна партія Олега Ляшка,8.82,Каховська міська рада,Херсонська обл.
820,"Політична партія ""Наш край""",16.67,Херсонська міська рада,Херсонська обл.
821,"Політична Партія ""Опозиційний блок""",16.67,Херсонська міська рада,Херсонська обл.
822,"Політична партія ""Об’єднання ""САМОПОМІЧ""",12.96,Херсонська міська рада,Херсонська обл.
823,"Політична партія ""Наш край""",19.23,Голопристанська міська рада,Херсонська обл.
824,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Голопристанська міська рада,Херсонська обл.
825,Радикальна партія Олега Ляшка,11.54,Голопристанська міська рада,Херсонська обл.
826,"Політична Партія ""Опозиційний блок""",11.54,Голопристанська міська рада,Херсонська обл.
839,"Політична партія ""Совість України""",11.11,Новокаховська міська рада,Херсонська обл.
840,"Політична партія ""Наш край""",8.33,Новокаховська міська рада,Херсонська обл.
841,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.33,Новокаховська міська рада,Херсонська обл.
842,"Партія ""Відродження""",5.88,Каховська міська рада,Херсонська обл.
843,"Політична партія ""Союз Лівих Сил""",5.88,Каховська міська рада,Херсонська обл.
844,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Каховська міська рада,Херсонська обл.
845,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.11,Херсонська міська рада,Херсонська обл.
846,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",9.26,Херсонська міська рада,Херсонська обл.
847,"політична партія Всеукраїнське об’єднання ""Свобода""",7.41,Херсонська міська рада,Херсонська обл.
848,"політична партія Всеукраїнське об’єднання ""Свобода""",7.69,Голопристанська міська рада,Херсонська обл.
849,"Українська партія ""Єдність""",47.06,Южноукраїнська міська рада,Миколаївська обл.
850,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",25.0,Первомайська міська рада,Миколаївська обл.
